"category","answerable","builtStatus","expectedTool","question","note"
"forecast-drivers","decline","na","decline","Post the depreciation journal entry for the forecast capex.","out of scope: posting JEs is the ERP's job; Dogfood reads a clean close"
"forecast-drivers","decline","na","decline","What revenue growth are comparable AI-native FP&A startups assuming this year?","out of scope: external/non-Bearing market data not in the spine"
"forecast-drivers","decline","na","decline","What does the revenue forecast look like for FY28?","out of scope: seed horizon ends Dec 2026; FY28 not in data"
"forecast-drivers","ambiguous","wired","getBalanceSheet","What prepaid balance does the forecast carry on the balance sheet at year end?","getBalanceSheet returns the forecast prepaid balance; user may want the Prepaids amortization driver (unbuilt)"
"forecast-drivers","gap","stub","getCashFlow","What assumptions sit behind the cash flow forecast for next quarter?","getCashFlow shows the output; the driver assumptions behind it have no tools"
"scenarios-budget","now","na","product-knowledge","What is a scenario in Dogfood?","Creating-scenarios guide covers this"
"scenarios-budget","now","na","product-knowledge","How do I create a new scenario?","How-to lives in the guide"
"scenarios-budget","now","na","product-knowledge","What's the difference between Base and Budget?","Budgets-and-forecasts guide"
"scenarios-budget","now","na","product-knowledge","How is the Budget different from a scenario?","guide explains both"
"scenarios-budget","now","na","product-knowledge","What levers can I adjust in a scenario?","lever set documented in guide"
"scenarios-budget","now","na","product-knowledge","Can I model a hiring freeze?","guide describes Personnel freeze lever; engine not built"
"scenarios-budget","now","na","product-knowledge","What's the difference between a step and a ramp adjustment?","adjustment shape in guide"
"scenarios-budget","now","na","product-knowledge","Do my scenarios change the Dashboard everyone sees?","containment principle in guide"
"scenarios-budget","now","na","product-knowledge","How do I lock the budget?","lock lifecycle described; the action itself is a gap"
"scenarios-budget","now","na","product-knowledge","What happens to Base after I lock the Budget?","guide explains the divergence"
"scenarios-budget","now","na","product-knowledge","Can I duplicate an existing scenario?","Scenario Manager duplicate is documented"
"scenarios-budget","now","na","product-knowledge","What are the seed preset scenarios?","presets listed in guide"
"scenarios-budget","now","na","product-knowledge","How granular can my scenario time windows be?","monthly window in guide"
"scenarios-budget","now","na","product-knowledge","Why can't I drill a scenario number to a transaction?","trade documented in guide"
"scenarios-budget","now","na","product-knowledge","Can each scenario compare against either Base or Budget?","Scenario P&L baseline dropdown in guide"
"scenarios-budget","now","wired","getPnL","What's the budgeted revenue for FY26?","P&L carries the Budget column"
"scenarios-budget","now","wired","explainVariance","Show me budget vs actual for May.","variance is on the statements"
"scenarios-budget","gap","stub","setDriver","Build me a scenario where we freeze hiring through year end.","scenario engine + setDriver not wired"
"scenarios-budget","gap","stub","setDriver","Spin up a downside case with revenue growth cut to 20%.","engine stub; growth lever not wired"
"scenarios-budget","gap","stub","setDriver","What if we hired 10 more engineers starting in Q3?","engine not built"
"scenarios-budget","gap","stub","compareScenarios","Compare my Breakeven scenario against Base.","compareScenarios not wired"
"scenarios-budget","gap","stub","compareScenarios","Show me the three presets side by side.","compare surface not built"
"scenarios-budget","gap","stub","lockBudget","Lock the current forecast as our FY26 Budget.","lockBudget not wired"
"scenarios-budget","gap","stub","setDriver","Reset the Capacity scenario back to Base.","Scenario Manager reset not built"
"scenarios-budget","gap","stub","setDriver","What would runway look like if we cut S&M spend 30%?","engine not built; can't model the cut"
"scenarios-budget","gap","stub","setDriver","Model a 25% price increase on subscriptions next quarter.","engine not built"
"scenarios-budget","gap","stub","compareScenarios","What's the EBIT in my 25% Profit scenario?","Scenario P&L not built"
"scenarios-budget","gap","stub","setDriver","How does net income change if we push DSO out to 75 days?","engine not built"
"scenarios-budget","gap","stub","setDriver","Create a scenario that ramps the sales team from July to December.","engine not built"
"scenarios-budget","gap","stub","setDriver","What if we delay the Series B by six months?","engine not built; financing not a defined lever"
"scenarios-budget","now","wired","getPnL","Show variance of Base vs Budget for operating income in FY26.","P&L Budget vs Forecast columns"
"scenarios-budget","now","wired","getMonthlyPnL","Which months are we over budget on payroll?","monthly P&L exposes budget vs actual by month"
"scenarios-budget","now","wired","getPnL","What's our budgeted gross margin for the year?","GM% on the P&L Budget column"
"scenarios-budget","now","wired","explainVariance","How far off budget is marketing spend so far this year?","variance read on statements"
"scenarios-budget","gap","stub","setDriver","Set up a scenario that cuts opex 15% across the board.","engine not built"
"scenarios-budget","gap","stub","compareScenarios","What's our breakeven scenario assume about headcount?","Scenario Drivers board not built"
"scenarios-budget","gap","stub","compareScenarios","Compare this quarter's plan to last quarter's plan.","no historical plan snapshots beyond a single Budget lock"
"scenarios-budget","gap","stub","setDriver","If we slow hiring, how much runway do we extend?","engine not built"
"scenarios-budget","gap","stub","compareScenarios","Year over year, how does my growth-ramp scenario compare to actual FY25?","engine not built"
"scenarios-budget","now","na","product-knowledge","Can I edit a preset scenario's levers?","guide: presets are editable bundles"
"scenarios-budget","gap","stub","setDriver","What two adjustments would get us to 25% profit?","engine + any goal-seek not built"
"scenarios-budget","gap","stub","compareScenarios","Make a best-case and worst-case and show them next to Base.","engine not built"
"scenarios-budget","gap","stub","setDriver","What happens to cash if collections slip â€” push DSO to 90 in Q4?","engine not built"
"scenarios-budget","gap","stub","setDriver","Model stretching vendor payments to 60-day DPO.","engine not built"
"scenarios-budget","gap","stub","setDriver","Update my growth-ramp scenario to start in August instead of July.","engine not built"
"scenarios-budget","gap","stub","setDriver","Delete my old downside scenario.","Scenario Manager CRUD not built"
"scenarios-budget","gap","stub","compareScenarios","What's the magic number in my Capacity scenario?","scenario engine + scenario metrics not built"
"scenarios-budget","now","na","product-knowledge","Two of my adjustments hit the same lever â€” which one wins?","composition rule is in the scenario contract/guide"
"scenarios-budget","now","na","product-knowledge","Why did my scenario get rejected when I set growth to 500%?","validation rules documented; engine itself not built"
"scenarios-budget","gap","stub","compareScenarios","Show the dashboard for my Breakeven scenario.","Scenario Dashboard not built"
"scenarios-budget","now","wired","getPnL","What's the budget for the Engineering department this year?","indirect payroll on P&L Budget column; dept-level may need driver surface"
"scenarios-budget","now","wired","explainVariance","How much have we burned vs what we budgeted to burn?","net burn vs budget via statement variance"
"scenarios-budget","decline","na","decline","Run the June close so I can lock the budget off final actuals.","running the close is the ERP's job; out of scope"
"scenarios-budget","decline","na","decline","In my hiring-freeze scenario, how much equity dilution do we avoid?","cap table is out of scope (Carta's job)"
"scenarios-budget","decline","na","decline","Should I lock the budget now for tax-planning reasons?","tax advice out of scope"
"scenarios-budget","ambiguous","stub","setDriver","Build a scenario and tell me runway.","if read as plain runway it hits getMetric/getCashFlow; the create-scenario half is a gap"
"scenarios-budget","ambiguous","wired","getMetric","What's our runway under budget?","runway could route to getMetric vs getCashFlow vs getDashboard; 'under budget' has no scenario surface"
"scenarios-budget","ambiguous","wired","getPnL","Show me the forecast vs the plan.","'plan'=Budget -> getPnL columns, but could be misread as a scenario compare (gap)"
"scenarios-budget","ambiguous","stub","compareScenarios","What's the variance on my scenario?","'variance' may route to explainVariance (wired) but the scenario context is a gap"
"scenarios-budget","gap","na","product-knowledge","How do I share a scenario with the board?","Board Package / scenario export not built"
"scenarios-budget","gap","stub","setDriver","Can Scout build a scenario for me automatically?","setDriver tool not wired"
"scenarios-budget","gap","stub","compareScenarios","What's the assumption set behind the 25% Profit preset's S&M lever?","Scenario Drivers board not built"
"scenarios-budget","gap","stub","lockBudget","Roll my Base forecast forward and re-lock the budget.","lockBudget + as-of roll-forward not wired"
"scenarios-budget","gap","stub","setDriver","If we ramp marketing in H2, what does ARR look like at year end?","engine not built"
"scenarios-budget","gap","stub","setDriver","Give me a scenario where services revenue grows but subscription stays flat.","engine not built"
"flux-notes","now","wired","product-knowledge","How do I run a flux analysis in Dogfood?","Guide creating-a-flux-analysis covers the how-to"
"flux-notes","now","wired","product-knowledge","Walk me through doing a monthly flux review.","Served from User Guides product-knowledge lane"
"flux-notes","now","wired","product-knowledge","What's a flux note and where do they get saved?","Guide explains flux_notes keyed on stable txn id"
"flux-notes","now","wired","product-knowledge","Where do I add commentary explaining a variance?","How-to is product-knowledge; the write UI itself is unbuilt"
"flux-notes","now","wired","explainVariance","Why did Travel & Entertainment jump in May vs April?","Statement-line MoM variance is wired"
"flux-notes","now","wired","explainVariance","Explain the big swing in Sales & Marketing this quarter.","explainVariance handles statement-line variance"
"flux-notes","now","wired","explainVariance","What drove the gross margin variance in Q1?","Variance narrative wired via explainVariance/getMetric"
"flux-notes","now","wired","explainVariance","Why is IT spend over budget?","Budget/actual variance columns feed explainVariance"
"flux-notes","now","wired","explainVariance","Explain the revenue variance to budget for FY26.","Variance to budget is wired"
"flux-notes","now","wired","explainVariance","Why did operating income come in below plan in May?","explainVariance covers statement subtotals"
"flux-notes","now","wired","explainVariance","Break down the Facilities variance vs last quarter.","QoQ variance narrative wired"
"flux-notes","now","wired","explainVariance","What's behind the personnel cost increase month over month?","Indirect/direct payroll line variance is wired"
"flux-notes","now","wired","explainVariance","Explain the net income swing year over year.","YoY variance narrative wired"
"flux-notes","now","wired","product-knowledge","What's the process for flagging an unexplained variance for review?","How-to from guide; the flag store is unbuilt"
"flux-notes","gap","none","addFluxNote","Add a note on the AWS bill explaining the May spike was a one-time reserved-instance purchase.","addFluxNote designed-not-built; needs Supabase write path"
"flux-notes","gap","none","addFluxNote","Leave a flux comment on the Datadog transaction.","addFluxNote not built"
"flux-notes","gap","none","addFluxNote","Note that the T&E overage was the sales offsite, on that line.","Per-line note write path unbuilt"
"flux-notes","gap","none","addFluxNote","Save my explanation for the marketing variance so the board sees it.","flux_notes write store not built"
"flux-notes","gap","none","addFluxNote","Record a reviewer note on the Anthropic invoice for $48k.","addFluxNote keyed on stable txn id, unbuilt"
"flux-notes","gap","none","addFluxNote","Tag the Ramp expense as reviewed and explained.","Review-status write path not built"
"flux-notes","gap","none","getFluxNotes","What notes have we already written on the Facilities account?","getFluxNotes designed-not-built"
"flux-notes","gap","none","getFluxNotes","Show me all the flux notes for May.","getFluxNotes not built"
"flux-notes","gap","none","getFluxNotes","Did anyone explain the IT spike yet?","Note-read path unbuilt"
"flux-notes","gap","none","getFluxNotes","Pull the commentary on the Q3 S&M variance.","getFluxNotes not built"
"flux-notes","gap","none","getFluxNotes","What did I write on the Google Ads bill last month?","Per-txn note read unbuilt"
"flux-notes","gap","none","getFluxNotes","Which variances are still unexplained this month?","Unexplained/outstanding-flux surface not built"
"flux-notes","gap","none","getFluxNotes","What's left to explain before we close the flux review?","Outstanding-items worklist not built"
"flux-notes","gap","none","getFluxNotes","Show me every account over budget that doesn't have a note yet.","Combines variance + note-status; note status unbuilt"
"flux-notes","gap","none","getFluxDetail","How much of the expense variance is still uncategorized?","Uncategorized/reconciliation surface not built"
"flux-notes","gap","none","getFluxDetail","Give me the transaction-level detail behind the May Facilities variance.","getFluxDetail designed-not-built"
"flux-notes","gap","none","getFluxDetail","Break the IT overage down to individual transactions.","getFluxDetail not built"
"flux-notes","gap","none","getFluxDetail","Which specific vendors drove the T&E spike?","Txn/vendor-level flux drill not built"
"flux-notes","gap","none","getFluxDetail","Show the line items making up the unexplained piece of the OpEx variance.","Unexplained-residual drill not built"
"flux-notes","gap","none","addFluxNote","Mark the Facilities variance as approved by me.","Sign-off/approval write path not built"
"flux-notes","gap","none","addFluxNote","Assign the unexplained marketing variance to the VP of Sales to explain.","Assignment/workflow on flux items not built"
"flux-notes","gap","none","addFluxNote","Reopen the note on the Anthropic invoice, my explanation changed.","Note edit/update path not built"
"flux-notes","gap","none","addFluxNote","Delete the flux note I left on the Ramp transaction.","Note delete path not built"
"flux-notes","gap","none","getFluxNotes","Did the flux note I wrote last month survive the re-import?","flux_notes keyed on stable id; read/persist path unbuilt"
"flux-notes","gap","none","getFluxNotes","List all transactions I've flagged but not yet explained.","Flag + note-status store not built"
"flux-notes","gap","none","getFluxNotes","What notes did Chris add to the Q2 board flux?","getFluxNotes not built; single-user demo"
"flux-notes","gap","none","getFluxNotes","Summarize all my flux commentary into the board narrative.","Reads stored notes (unbuilt) then summarizes"
"flux-notes","gap","none","addFluxNote","Explain why deferred revenue moved this month and let me note it.","explain part works; the note write is unbuilt -> overall gap"
"flux-notes","gap","none","addFluxNote","Flag the depreciation jump for the auditors with a note.","addFluxNote not built"
"flux-notes","now","wired","product-knowledge","What variance threshold triggers a required flux note here?","Threshold policy is in the flux guide"
"flux-notes","gap","none","getFluxNotes","Show me the flux notes attached to our biggest customer's revenue.","getFluxNotes not built"
"flux-notes","now","wired","product-knowledge","How do I attach a note to a specific GL account vs a single transaction?","Guide covers account-vs-txn note keying"
"flux-notes","gap","none","addFluxNote","Add a note to the Q3 P&L explaining the services revenue miss was a slipped go-live.","addFluxNote not built"
"flux-notes","gap","none","addFluxNote","Why did HR expense spike and can you log the reason for me?","explain wired; logging the note is the gap"
"flux-notes","gap","none","getFluxDetail","Categorize the uncategorized expense bucket for May.","Uncategorized resolution/write surface not built"
"flux-notes","decline","na","decline","Should I capitalize the IT variance for tax purposes?","Tax advice is out of scope"
"flux-notes","decline","na","decline","Post a journal entry to reclass the misbooked Facilities expense.","Posting JEs / the close is the ERP's job"
"flux-notes","decline","na","decline","How does our expense-variance explanation rate compare to other Series B SaaS companies?","Non-Bearing external-market data out of scope"
"flux-notes","gap","none","addFluxNote","Note on the deferred revenue line that the swing is timing, not churn.","addFluxNote not built; could also be misread as getBalanceSheet"
"flux-notes","ambiguous","none","addFluxNote","Explain the runway change and save a one-liner for the board.","explain via getMetric/getCashFlow works; the note write is the unbuilt part -> risks answering without saving"
"flux-notes","ambiguous","none","getFluxNotes","Why is AR up â€” and is there already a note on it?","explainVariance can answer 'why'; the note-lookup half hits unbuilt getFluxNotes"
"period-import-actuals","now","wired","product-knowledge","How does closing a period work in Dogfood?","Updating-actuals guide covers the global as-of and new-month flow"
"period-import-actuals","now","wired","product-knowledge","What's our current as-of date?","Close boundary is May 2026 Actual / June in close; guide+dashboard convey it"
"period-import-actuals","now","wired","product-knowledge","Which months are closed actuals versus forecast right now?","Jan24-May26 closed, June in close, Jul-Dec26 forecast"
"period-import-actuals","now","wired","product-knowledge","Explain the difference between an actual month and a forecast month in the statements.","Reading-the-statements / updating-actuals guide"
"period-import-actuals","now","wired","product-knowledge","What is the as-of date and why does it matter?","Guide explains one global as-of drives the split everywhere"
"period-import-actuals","now","wired","product-knowledge","Walk me through importing a new month of actuals.","New-month flow is documented in the import-templates README / guide"
"period-import-actuals","now","wired","product-knowledge","How do you handle a restatement of a prior period?","Guide: re-import + roll forward without moving the as-of"
"period-import-actuals","now","wired","product-knowledge","How does Dogfood reconcile transaction detail to the trial balance?","Guide: sub-ledger reconciles UP to TB, gaps flag as uncategorized"
"period-import-actuals","now","wired","product-knowledge","What happens to my flux notes when I re-import a month?","Notes keyed on stable txn id, survive re-import (concept documented)"
"period-import-actuals","now","wired","product-knowledge","What file formats can I use to import data?","CSV/XLSX templates per domain (import-templates)"
"period-import-actuals","now","wired","product-knowledge","Which data sources feed the actuals?","ERP->TB+COA; CRM->customers/contracts/pipeline; HRIS->staff; AP->vendors"
"period-import-actuals","now","wired","product-knowledge","What's the difference between Budget, Base, and Actuals?","Guide: Budget locked snapshot, Base working forecast, Actuals closed"
"period-import-actuals","now","wired","product-knowledge","How do manual overrides on imported records behave across re-imports?","Override layer flagged + persists across re-imports (documented)"
"period-import-actuals","now","wired","product-knowledge","What does it mean when a transaction shows as uncategorized?","Gap between detail and TB movement flags uncategorized"
"period-import-actuals","now","wired","product-knowledge","Can statements ever be out of balance after an import?","Statements are TB-driven, never silently changed; concept in guide"
"period-import-actuals","now","wired","product-knowledge","How do I advance the period to June once close is done?","Importing a new month advances the as-of (documented flow)"
"period-import-actuals","gap","stub","gap","Import the May trial balance for me.","CSV importer (parse->validate->reconcile->flag) not built; paused pre-Supabase"
"period-import-actuals","gap","stub","gap","Upload our latest headcount file and refresh the staff register.","CSV importer not built; no import write path"
"period-import-actuals","decline","none","decline","Close out June and roll the forecast forward.","Running the close is the ERP's job; Dogfood reads a clean close"
"period-import-actuals","gap","stub","gap","Advance the as-of date to June 30.","Global as-of control not centralized (closeThrough constant in ~12 sites); no toggle yet"
"period-import-actuals","gap","none","gap","Reconcile the May expense detail against the trial balance and show me any gaps.","Reconciliation surface not built; needs importer reconcile step"
"period-import-actuals","gap","none","gap","Add a flux note on the Anthropic invoice explaining the spike.","Flux-notes write path (addFluxNote) designed not built"
"period-import-actuals","gap","none","gap","Show me all the flux notes the team left on May transactions.","getFluxNotes designed not built; no flux store yet"
"period-import-actuals","gap","none","gap","Which accounts didn't reconcile to the TB last close?","Reconciliation exception view not built"
"period-import-actuals","gap","stub","gap","Pull in the AR aging file and update receivables.","CSV importer not built; ar_aging template exists but no import path"
"period-import-actuals","gap","none","gap","Restate April after we found a misclassified expense.","Restatement/re-import + roll-forward flow not built"
"period-import-actuals","gap","stub","gap","Validate this customers CSV before I import it.","Importer validate step not built"
"period-import-actuals","gap","none","gap","Lock the current forecast as our FY26 budget.","lockBudget not wired as a Scout tool"
"period-import-actuals","gap","none","gap","Mark the Datadog charge as reviewed for the close.","Flux/review write path not built"
"period-import-actuals","gap","none","gap","What's the reconciliation status for this month's close?","No reconciliation-status surface/tool built"
"period-import-actuals","gap","stub","gap","Import the vendor master from our AP system.","CSV importer not built; vendors template exists only"
"period-import-actuals","gap","none","gap","Override the IT spend for May to $42K and keep it across re-imports.","Override-layer write path not built"
"period-import-actuals","gap","stub","gap","Re-import June with the corrected payroll file.","Importer re-import path not built"
"period-import-actuals","gap","none","gap","Show me which transactions still need a flux explanation before we close.","Flux worklist not built"
"period-import-actuals","gap","stub","gap","Set the close boundary back to April so I can review.","As-of control not centralized; no toggle"
"period-import-actuals","gap","none","gap","Auto-plug the uncategorized variance into a holding account.","Reconcile auto-plug action not built"
"period-import-actuals","gap","none","gap","How much was uncategorized in the May reconciliation?","Reconciliation totals not computed/surfaced"
"period-import-actuals","gap","stub","gap","Import the FX rates for May.","Importer not built; fx template only"
"period-import-actuals","gap","stub","gap","Update the contracts register from our latest Salesforce export.","Importer not built; salesforce field map exists but no live path"
"period-import-actuals","gap","none","gap","Did anyone change the May numbers after we closed it?","No edit-audit/override-history surface"
"period-import-actuals","gap","none","gap","Show the import history for the last three months.","No import-log surface/tool"
"period-import-actuals","decline","none","decline","Approve and post the June accruals.","Posting JEs / running the ledger is the ERP's job"
"period-import-actuals","decline","na","decline","Reconcile our bank statement to the cash account.","AP/AR subledger ops + bank rec are the ERP's job, out of scope"
"period-import-actuals","decline","na","decline","Run the month-end close checklist and tell me what's blocking.","Running the close is out of scope; Dogfood reads a clean close"
"period-import-actuals","decline","na","decline","Post a journal entry to reclass the Ramp expense.","JE posting is the ERP's job"
"period-import-actuals","decline","na","decline","Pull July 2027 actuals so I can compare.","Beyond the Dec 2026 seed horizon; no data"
"period-import-actuals","decline","na","decline","What were the 2023 actuals?","Seed covers 36 months ending Dec 2026; starts Jan 2024"
"period-import-actuals","decline","na","decline","Close the books and file our taxes for the quarter.","Close + tax/legal advice both out of scope"
"period-import-actuals","decline","na","decline","Reconcile our intercompany balances across entities.","Single-entity FP&A; intercompany ops out of scope"
"period-import-actuals","decline","na","decline","Import actuals from our QuickBooks login directly.","Live connectors are roadmap; CSV batch is the mechanism this build"
"period-import-actuals","ambiguous","wired","getMonthlyPnL","Show me May actuals.","Could hit a register or getMonthlyPnL depending on what 'actuals' means; P&L view assumed"
"period-import-actuals","ambiguous","wired","explainVariance","What changed since last month's close?","Might route to getMonthlyPnL instead of explainVariance"
"period-import-actuals","ambiguous","wired","getBalanceSheet","What's our deferred revenue at close?","getContracts (deferred waterfall) vs getBalanceSheet line could collide"
"period-import-actuals","ambiguous","wired","explainVariance","Give me the actuals-vs-budget variance for the month we just closed.","explainVariance vs getMonthlyPnL with budget column could collide"
"board-package-export","gap","stub","getBoardPackage","Prep the board deck for the Q2 meeting.","needs Board Package assembly/export build (getBoardPackage tool)"
"board-package-export","gap","stub","getBoardPackage","Put together the board package for June.","needs getBoardPackage; page is a placeholder"
"board-package-export","gap","stub","getBoardPackage","Export the board package as a PDF.","needs board export/render path"
"board-package-export","gap","stub","getBoardPackage","Can you generate a PowerPoint of the board deck?","needs board export to PPTX; no tool"
"board-package-export","gap","stub","getBoardPackage","Build the standard monthly board reporting package.","needs getBoardPackage assembly"
"board-package-export","gap","stub","product-knowledge","What goes in the board package?","Board Package guide/spec not authored; module unbuilt"
"board-package-export","gap","stub","getBoardPackage","Give me the financial summary section for the board deck.","needs board section roll-up; underlying P&L via getPnL exists but not packaged"
"board-package-export","gap","stub","getBoardPackage","Roll up the KPI dashboard into a board-ready slide.","getDashboard returns data; slide packaging unbuilt"
"board-package-export","gap","stub","getBoardPackage","Make a one-pager exec summary for the board.","needs board narrative/summary generation"
"board-package-export","gap","stub","getBoardPackage","Draft the CEO narrative for this quarter's board deck.","needs board narrative generation; not in scope of current tools"
"board-package-export","gap","stub","getBoardPackage","Pull the QoQ comparison slides for the board.","needs QoQ board packaging; getPnL is annual not quarterly-packaged"
"board-package-export","gap","stub","getBoardPackage","Assemble the YoY growth section of the board package.","needs board section assembly"
"board-package-export","gap","stub","getBoardPackage","Include a cash and runway slide in the board deck.","runway via getMetric/getCashFlow exists; slide packaging unbuilt"
"board-package-export","gap","stub","getBoardPackage","Add the hiring plan section to the board package.","no getHeadcount tool AND no board packaging"
"board-package-export","gap","stub","getBoardPackage","Put the sales pipeline summary into the board deck.","no getPipeline tool AND no board packaging"
"board-package-export","gap","stub","getBoardPackage","Generate the scenario comparison appendix for the board.","scenarios engine stub + board packaging unbuilt"
"board-package-export","gap","stub","getBoardPackage","Refresh last quarter's board deck with the latest numbers.","needs persisted board package + regenerate path"
"board-package-export","gap","stub","getBoardPackage","Email the finished board package to the board list.","no board export, and distribution out of app scope"
"board-package-export","gap","stub","getBoardPackage","Schedule the board package to auto-generate every month-end.","needs board generation first; scheduling not in spine"
"board-package-export","gap","stub","getBoardPackage","Give me the metrics appendix for the board with all the SaaS KPIs.","individual metrics wired; multi-metric board appendix not packaged"
"board-package-export","gap","stub","getBoardPackage","Format the P&L the way the board likes to see it.","getPnL has data; board formatting/layout unbuilt"
"board-package-export","gap","stub","getBoardPackage","Create the variance commentary section for the board deck.","explainVariance exists per-line; deck section assembly unbuilt"
"board-package-export","gap","stub","getBoardPackage","Build the quarterly investor update from the latest actuals.","needs board/investor package generation"
"board-package-export","gap","stub","getBoardPackage","Add a balance sheet slide to the package.","getBalanceSheet has data; slide packaging unbuilt"
"board-package-export","gap","stub","getBoardPackage","Turn the cash flow forecast into board slides.","getCashFlow has data; deck packaging unbuilt"
"board-package-export","now","wired","getMetric","What's our ARR I should put on the board slide?","arr_mrr metric is wired"
"board-package-export","now","wired","getMetric","What's our runway to report to the board?","runway metric wired (also dashboard tile)"
"board-package-export","now","wired","getMetric","Give me Rule of 40 for the board this quarter.","rule_of_40 metric wired"
"board-package-export","now","wired","getMetric","What net income do I report to the board for FY26?","net_income metric wired; also getPnL"
"board-package-export","now","wired","getPnL","Show me the FY26 P&L I'll walk the board through.","getPnL returns annual P&L"
"board-package-export","now","wired","getMetric","What's our NRR for the board update?","nrr metric (cohort) wired"
"board-package-export","now","wired","getMetric","What net burn number do I show the board?","net_burn metric wired"
"board-package-export","now","wired","getDashboard","Give me the dashboard KPIs to read off at the board meeting.","getDashboard returns the tile set"
"board-package-export","now","wired","getBookingsHistory","What's bookings YoY for the board's growth slide?","getBookingsHistory returns YoY/TTM bookings"
"board-package-export","decline","na","decline","Add the cap table and ownership summary to the board deck.","cap table out of scope (Carta's job)"
"board-package-export","decline","na","decline","Include a slide benchmarking us against Numeric and Campfire for the board.","non-Bearing/external-market data out of scope"
"board-package-export","decline","na","decline","Put our market size and TAM analysis in the board package.","external-market data out of scope"
"board-package-export","decline","na","decline","Add a slide on what the new SEC disclosure rules mean for our board reporting.","legal advice out of scope"
"board-package-export","ambiguous","wired","getBalanceSheet","Pull deferred revenue for the board's balance sheet review.","could mis-route to getContracts (deferred waterfall) vs getBalanceSheet line"
"board-package-export","ambiguous","wired","getCustomers","Show ARR by customer segment for the board's growth section.","by-segment risks hitting getMetric (bare ARR) instead of getCustomers"
"how-to-product-knowledge","now","na","product-knowledge","What is Dogfood and how is it different from an accounting tool?","Getting-started guide: AI-native FP&A, looks forward, plans off a clean close"
"how-to-product-knowledge","now","na","product-knowledge","How does the five-layer data model work?","Getting-started guide enumerates all five layers"
"how-to-product-knowledge","now","na","product-knowledge","What's the difference between Base and Budget?","Budgets-and-forecasts guide: Base moves, Budget frozen"
"how-to-product-knowledge","now","na","product-knowledge","How do I lock the budget?","Budgets guide: lock current Base or promote a scenario (lockBudget)"
"how-to-product-knowledge","now","na","product-knowledge","Where do I create a new scenario?","Creating-scenarios guide: Scenario Manager, create/duplicate/reset"
"how-to-product-knowledge","now","na","product-knowledge","What does the Cost of Revenue module actually do?","Budgets guide: Direct Payroll + rate x revenue, assembled not entered"
"how-to-product-knowledge","now","na","product-knowledge","How do scenario adjustments stack when two hit the same lever?","Creating-scenarios guide: later overlapping window overrides earlier"
"how-to-product-knowledge","now","na","product-knowledge","What's the difference between a Step and a Ramp in a scenario?","Creating-scenarios guide: step lands at start, ramp phases in"
"how-to-product-knowledge","now","na","product-knowledge","How do I read the Variance column on the P&L?","Reading-the-statements guide: Variance = Forecast minus Budget"
"how-to-product-knowledge","now","na","product-knowledge","Why can't I edit a statement line directly?","Budgets guide: you edit the driver behind the line, not the line"
"how-to-product-knowledge","now","na","product-knowledge","What is peek vs place and when does each happen?","Reading-the-statements / getting-started: peek where you read, navigate where you work"
"how-to-product-knowledge","now","na","product-knowledge","How does Scout make sure its numbers match the screen?","Asking-Scout guide: same typed queries, zero RAG for structured data"
"how-to-product-knowledge","now","na","product-knowledge","What's a receipt in Scout and what can I do with it?","Asking-Scout guide: tool-call chip + result card, clicks through to surface"
"how-to-product-knowledge","now","na","product-knowledge","Where does Scout live and how do I open it?","Asking-Scout guide: bottom-of-rail button, floating lower-right panel"
"how-to-product-knowledge","now","na","product-knowledge","Can Scout send me Slack alerts?","Asking-Scout guide: in-app only, no Slackbot, no alerting"
"how-to-product-knowledge","now","na","product-knowledge","How do actuals get into Dogfood each month?","Updating-actuals guide: live ERP connection + CSV/XLSX templates"
"how-to-product-knowledge","now","na","product-knowledge","What does the close boundary do, and where are we right now?","Updating-actuals guide: closed thru May 26, June in close, Jul-Dec forecast"
"how-to-product-knowledge","now","na","product-knowledge","What is Account Mapping and why does it matter?","Updating-actuals guide: load-bearing map read by statement engine + drills"
"how-to-product-knowledge","now","na","product-knowledge","A cost landed on the wrong P&L line â€” where do I fix it?","Updating-actuals guide: the fix is almost always Account Mapping"
"how-to-product-knowledge","now","na","product-knowledge","How do I switch the P&L between annual and monthly views?","Reading-the-statements guide: header toggle, FY columns vs Monthly"
"how-to-product-knowledge","now","na","product-knowledge","What method does the Cash Flow statement use?","Reading-the-statements guide: indirect method from Net Income"
"how-to-product-knowledge","now","na","product-knowledge","How is the subscription revenue forecast built?","Budgets guide: contracted (from Contracts) + new-biz/retention, 606 ratable"
"how-to-product-knowledge","now","na","product-knowledge","How is services revenue forecast different from subscription?","Budgets guide: % complete + unbilled WIP, capacity gates go-lives"
"how-to-product-knowledge","now","na","product-knowledge","What's the two-axis cost model in plain English?","Budgets guide: input by nature, present/measure by function tag"
"how-to-product-knowledge","now","na","product-knowledge","Where do payroll taxes and benefits show up â€” Personnel or somewhere else?","Budgets guide: burden lives in Employee Expenses OpEx group, not Personnel"
"how-to-product-knowledge","now","na","product-knowledge","How do I add a new expense group?","Budgets/updating-actuals: define group in Account Mapping, appears in Expense Forecast"
"how-to-product-knowledge","now","na","product-knowledge","Are scenarios visible on the Dashboard or only inside the Scenarios group?","Creating-scenarios guide: contained; Dashboard always Base + actuals"
"how-to-product-knowledge","now","na","product-knowledge","What are the seed scenario presets and can I edit them?","Creating-scenarios guide: three editable example bundles"
